,files,P5,P10,P16,P25,P50,P75,P84,P90,P95
78,images/IMG_9353.JPG,15.7577766270929,26.698124423192702,40.9262839168358,67.87200172979671,186.31846677962898,354.179950054433,432.072345388186,478.942116781123,513.186272877059
80,images/IMG_9394.JPG,15.036900132365599,23.449790153858,33.0817256117081,49.310544697538006,121.53766380472901,266.693184856088,345.88891601631104,410.25602481222097,474.756506365023
82,images/IMG_9396.JPG,20.8407095927839,31.0152840869199,41.963577324211705,59.08987041570029,121.36555124774999,235.310207264604,310.653833997592,388.177142849825,467.86323899833803
84,images/seriesC2_endrun_17.JPG,19.7821602670665,31.3575980340825,43.7068276809976,60.8282844877841,118.573402125103,197.329033692917,225.985477225933,245.30406971582698,261.736630671253
86,images/seriesC2_endrun_19.JPG,18.0705513100741,28.6489016096491,40.9620125032411,59.4387044826657,107.34814394811701,181.06446531367803,215.485998328371,240.385522979681,260.07059063317797
88,images/seriesC2_endrun_21.JPG,23.2811465378631,38.0998705053575,53.8450063746878,78.74229061060471,143.946154663384,227.999483879081,248.217652846094,260.047762138659,269.631820483713
90,images/tram4-p2.jpg,7.257503321892769,8.827106160455411,10.6778456715909,13.659859005578198,26.0163959918438,63.9354045160945,103.28655007644699,151.874584101934,197.824802732989
92,images/tram4-p3.jpg,7.67808946431265,9.7063357303392,12.249479261712699,16.6632760518515,36.7724413330479,95.0388887525123,132.231471979461,163.61205305384502,193.76536706675498
94,images/um125_179_1.jpg,9.0627614666952,12.1990131387606,15.785351778748,21.3043453790747,43.0352920548663,95.28978289275351,141.051278554694,196.43819809658402,273.332607661061
96,images/um300_424_1.jpg,11.8923205011468,16.7836221834418,22.294971509028002,30.679691702706,59.680369914980204,121.63114277534201,170.072943187824,219.821152277173,280.805163641495
98,images/um425_599_4.jpg,13.8933043028053,20.2910055100273,27.52369892467,39.1158435717002,79.2354085595423,146.917907795966,188.205113250747,228.60013802213402,284.098065754894
100,images/um90_124_1.jpg,8.51717994072445,10.9786462744716,13.7718616388637,18.188560797851103,36.303543102228495,84.0701405934598,129.218432004292,187.523250672048,264.495069738464
102,images/IMG0311.JPG,31.675493076353604,46.1246687489717,61.7661731751912,83.2093636105224,155.833714824495,164.21966451125,189.79228960703898,209.013430380004,226.58986867721802
104,images/IMG0331.JPG,32.512281850987,46.4321487756699,62.1875042874494,85.648106996751,153.70528178741,162.695168298246,189.760921337416,209.43270516972999,226.925753817713
106,images/IMG0333.JPG,31.894052208836197,45.9673159745442,61.0847611722744,83.90835235085629,159.237499925253,169.931850130095,193.58086067524,211.63673610698,228.16628295528199
108,images/IMG0335.JPG,24.3875330411281,23.110277401145,45.979178474418795,42.6300695880027,80.4504581765643,139.72745129074102,168.354605819501,192.21308284031898,216.416680460257
110,images/IMG0341.JPG,35.2281449580925,50.9298684547855,67.5679354636589,89.9404694010281,152.83900534188498,156.27962172513202,179.442735893872,197.87519194597698,218.25740313138598
112,images/IMGP3459_80c.JPG,12.7288152773738,22.002261043297896,52.5772939122591,86.40888169004009,202.049419304286,372.804136148989,297.944756686782,502.467286925663,560.016416021933
114,images/Kelso_makro_sm.jpg,41.8274632032989,64.9806712107588,90.0894143340843,124.368123709898,224.833016505154,368.001771092764,451.219578879152,523.678079520909,583.128614102107
116,images/makro.png,8.47613246141187,12.1182699854415,16.8423426556787,23.9151657939586,50.3015718231349,82.60949461105609,98.3097477999197,111.60971567498501,123.60932560318999
118,images/mar10_site1_image_9.jpg,28.031148131121398,47.6867997946659,73.27803417895959,117.43211960889,269.511112209535,507.929301262229,638.767549960583,742.689559498176,854.508768528613
120,images/mar12_site1__image_1.jpg,13.281046538643801,20.1223020868025,27.988505445052,40.5957322738367,90.0642967725093,324.890782670911,465.15897567644004,612.984588390032,788.967600353727
122,images/mar12_site4_image_33.jpg,13.9677425880748,21.4526793256838,45.3762719287386,44.597816529248,96.7829130827051,318.73972966729696,456.35729830416295,602.609122585809,769.905295467493
124,images/P1020792b.jpg,8.33228652554972,11.188553108936999,15.1817951128554,23.2577613690339,80.58299872238709,334.417253880625,281.847957371842,484.305466766423,536.30310246945
126,images/P21_DSC_4888.jpg,11.9408380960424,18.5775602911229,27.0208800540201,40.564011470047795,94.1625526210087,305.87303607874003,273.565149455166,505.659824889429,611.421798964751
128,images/P25_DSC_4904.jpg,10.1135363159239,15.1742542785205,22.001434225223697,33.865576917001,85.3036591308777,197.60713302468798,268.688787205423,500.351990881697,598.60184568851
130,images/P27_DSC_4913.jpg,12.773811152341098,19.0667688328523,26.3200292269547,37.3605251360109,80.17496455921021,177.804939953587,256.360485383912,483.569230223124,581.897546994495
132,images/P34_DSC_4952.jpg,11.303146872039198,16.2256566285664,21.9883608216255,30.7154367816617,64.1971137795977,141.774969773059,209.855964791155,286.491209845041,566.891443011897
134,images/P36_DSC_4963.jpg,12.676660910613199,19.948297456842102,28.8915656973719,43.6200052068551,157.642052486225,325.839753754035,285.119051193389,514.284139904408,608.647187584646
136,images/SDFGT.jpg,53.5847082033434,78.6125432759178,105.210679524811,145.628970606533,273.034042470672,468.46265850279605,577.613787828335,652.6935857656711,719.156542020767
138,images/IMG_1697_ccgp_248_ns_Cropped.tif,9.66753665598608,13.8390643604763,19.066649472256103,27.4881471770018,60.396315503166896,120.115798932314,156.438580177994,194.123386136461,232.180866843064
140,images/IMG_1717_ccgp_262_ns_Cropped.tif,10.8165147196075,16.5821801324236,24.2410630757382,36.8552463326646,82.801141788441,153.303714308635,189.033383237485,218.001699121819,244.932162198946
142,images/IMG_1867_ccgp_234_ns_Cropped.tif,10.474007002079,15.467596069760198,21.8333706567779,31.734033584393202,69.0010060663814,135.837224585889,173.137350483874,207.03596923383898,239.47178912263303
144,images/IMG_20161215_120706_cropped.jpg,9.77275406485238,14.3584718493384,20.477821646468698,30.6981001184906,68.6119969513562,140.89263875594102,186.18065857299098,225.539690314367,266.52410299870496
146,images/close-up_PfeifferStateBeach.jpg,8.37009575191901,11.479778373599801,15.3411139900527,21.0725222160278,40.0746277440964,70.5711854292969,87.1949295751482,101.25837650572299,116.28075441100701
148,images/cs__(10).jpg,10.3165211572391,14.6812787142414,19.8160421843325,27.717937927816802,55.463974403864796,107.20151759264401,149.18472177331898,193.422451947417,244.7520804553
150,images/cs__(12).jpg,13.6624384653385,20.8090434885077,29.1091210951194,42.4716709721723,87.33355454092319,167.965696054477,206.440256387379,239.60004920984198,273.68815221728
152,images/cs__(14).jpg,14.995706162047801,23.313351024421202,48.7762792938698,46.3722684979642,95.08508173033859,163.53610766427,206.567267927584,242.68705141925201,277.059886377734
154,images/cs__(2).jpg,11.472024189653599,17.1210180994219,23.6310479912606,33.393853624906995,65.9400599553605,123.301344570065,167.250769170496,211.875374591394,261.272136013007
156,images/cs__(4).jpg,14.4063242628912,22.0536340740335,46.553188377560396,45.5174847627715,93.21081725395192,161.62746894601102,195.752768154739,226.896865678483,262.871218126352
158,images/cs__(6).jpg,11.100501004698,16.2834427822436,22.1879578104421,31.604597194682803,66.92998689519901,127.972194707445,165.033748826916,203.708173530627,253.047519138656
160,images/cs__(9).jpg,9.85407171911003,13.8348328333169,18.415199726270398,25.394966156570398,51.7849429634615,109.613420720094,149.763224438955,191.35116613076698,249.356349277757
162,images/DGS_Feather_DGS_Patch_001.JPG,10.9549660726389,15.895613589706098,21.904340549900898,31.737462486273,68.4554060197826,154.487657650438,217.845282804595,281.001026425157,349.61209843905897
164,images/Image_4766.JPG_crop.tif,8.545869261290362,10.9802607754882,13.6256263984654,17.6019043801851,32.7359992113276,67.12778240731849,99.0502445462671,142.777358671304,202.544364188156
166,images/IMG_0053_ccgp_006_ns_Cropped.tif,7.60366736427096,9.70554943479874,12.470802543949402,17.3881771804521,39.093018012330205,96.7054556538032,137.342217190448,176.75828440996798,219.517135171516
168,images/IMG_0061_ccgp_010_ns_Cropped.tif,9.65965039398958,13.605388317742698,18.5195127628008,26.4837746697493,58.4243546773649,119.505445326746,161.35180770267098,196.53059161961002,232.33339443214803
170,images/Cal_01.tif,8.342116546959161,11.3000166940579,15.035926925490902,21.118370204232896,42.97848037307839,84.1206530218227,104.56772807513599,120.26805246852501,135.581278840762
172,images/Cal_06.tif,9.77128422838829,13.815783107652098,18.8517520431376,27.515623581777202,60.8782768745734,113.77055636808201,144.640456596295,169.684576066469,196.215724855668
174,images/Cal_09.tif,13.736419401493599,21.6546935225508,46.4586288928139,44.478965626827296,94.8315705611587,176.91918472254798,224.014657785576,261.851287608689,296.581295942886
176,images/Cal_11.tif,9.68238485800009,13.6964981270334,18.4870674052039,26.2533520139687,56.72758627855929,124.295854756807,166.974177765637,200.126708999124,228.60397803139
178,images/Cal_13.tif,8.953686570613108,12.406640744206,16.7913786162629,24.2982322110095,56.7107561452697,126.44007971732401,172.398182294213,210.926359327245,250.18459625311797
180,images/Cal_16.tif,12.332233883880999,19.3890232203726,28.1675369262426,42.157036504478995,90.76001912744879,175.638390278755,217.185524883816,247.059064835592,274.40413062962
182,images/Cal_18.tif,25.4293745994809,40.710354754437596,58.5300389196885,84.61476176908499,168.610866362465,199.71419529032298,240.050469900129,271.22917358915697,301.995166595961
184,images/Cal_20.tif,8.23342581917126,10.9252807509116,14.2894272338591,19.8069047016657,41.924782766663704,93.3128287885466,130.365438685611,168.85566178143802,213.160709168764
186,images/Cal_24.tif,9.77697123404551,13.4427113151668,17.7053348827121,24.072005270279604,47.10419353497021,95.21601385025471,129.560756490612,165.25491194947,208.405074134991
188,images/Cal_28.tif,11.3566312618736,16.806896601426498,23.150044765789104,31.9149470168074,59.827411152717,95.816658497432,115.57530842590201,128.781790872368,140.216867976511
190,images/Cal_30.tif,9.9372003718224,14.810530084651502,21.0049831207131,30.855259765222996,61.79195288610729,112.80854315111799,139.078497710879,160.521362426716,184.25904524096902
192,images/0024_makro.JPG,12.863340172491698,20.2288993560968,28.900300291767103,41.5219411925756,78.92837918903129,129.618080322432,165.004214665079,197.946125002669,233.934334750104
194,images/0028_makro.JPG,12.455807570977399,18.462164437543198,25.2686108407556,35.6567391888818,67.9882747540825,122.662838479728,151.099341975924,176.67149404848098,202.30208316671101
196,images/0041_cu_1.jpg,14.9498172317331,22.807837092775504,49.19116886086471,77.0216157907857,201.11718353531398,409.453409157366,515.200490962413,589.020660909561,648.26065442862
198,images/0055_cu_2.jpg,56.1042754550649,94.7080880807676,138.856263839533,201.64862811640498,370.93801330843104,542.41255904345,602.593575605331,641.554251807689,674.30542896711
200,images/0070_cu_1.jpg,22.5349890056058,22.4990844322673,46.550758504863005,45.077878003035295,153.355124480499,313.48643589853697,282.574686381968,511.828014331554,598.2409001734729
202,images/0094_cu_1.jpg,35.8968981082927,54.949984140573996,75.15645319182991,102.702683172348,177.75538186314301,310.702010132565,276.055060043346,504.65778721647695,597.773758401861
204,images/0124_cu_1.jpg,12.148511298437901,17.9145998558915,24.776495299550298,35.705641473785704,76.0289747813932,155.354213663546,214.28264655169602,276.81190350023104,531.35163532601
206,images/0133_cu_2.jpg,45.8266756947491,74.4086897338689,108.125914909266,157.89229051153401,288.814147404505,458.24475602435405,549.6783093573359,611.112759612285,660.329685358455
208,images/0177_cu_1.jpg,29.817628495971398,47.2196612564667,69.570918726456,107.618781995336,274.161051656295,503.16038721464696,580.379262892108,628.088755036764,667.407292279724
210,images/0185_cu_2.jpg,40.4359715674111,65.5004653924819,95.10355949950859,139.099462242135,272.080930235799,440.813487950922,528.261071024884,594.199874071458,650.467972952247
212,images/0242_cu_2.jpg,35.595491823825995,56.72936192859299,79.8770003635142,113.786194459528,214.538874356283,370.137742821982,291.808412942976,508.48941181682295,599.4267759344281
214,images/0271_cu_1.jpg,8.68663326740319,11.926149442992802,15.938498125741699,22.2323164273059,43.8620063417191,83.0684580212228,115.514266441181,158.40171532177098,241.010767353822
216,images/0286_cu_2.jpg,34.8136448102988,58.2267474473666,87.2448284885035,131.688607384781,266.865001822374,421.516162404728,502.19812582226797,569.481582387752,633.496459941213
218,images/0330.jpg,12.1567594004276,17.4880700780104,23.247873318618197,31.956418169634198,56.528127443390595,92.2785209474742,108.97641459756399,122.561428810609,136.250352616597
220,images/0413_cu_1.jpg,11.7775013098278,17.1567117006495,23.1116871602296,32.255009994747404,67.9945190256729,139.316842055813,197.608711222653,260.61278709398397,341.806478860212
222,images/0434_cu_2.jpg,29.8281699525462,44.6811391130272,60.54778269335999,83.1900372781726,156.78132995118298,196.096070814557,253.09407245041,309.541210524165,573.624401702757
224,images/0463_cu_1.jpg,14.727226331671698,21.9797422309777,29.931811623133804,42.2047773370502,85.142149397065,177.990015480652,238.550316768897,290.814557919415,534.062837078129
226,images/047020139.tiff,23.025830703699302,21.3388525750464,27.7212073543245,37.400099363853705,73.1123977891077,144.723860587374,190.193471136351,235.856579731645,291.025091305589
228,images/047140138.tiff,22.8200534740111,21.1029657934029,27.514667330647,36.7715671259905,71.3602716811947,138.476189443044,186.01142868206,231.72248525370497,287.177749552971
230,images/0477.jpg,9.60484385648757,13.2388847188966,17.5221539886891,23.5817512993669,40.9967165052329,74.1324710459843,90.9878373627169,102.54511658896799,112.010605094315
232,images/048080139.tiff,13.435081216126099,18.2598480260325,23.437700675650703,31.457344219917196,61.629702420557095,127.221170965431,173.542642350969,218.670417914162,277.088880306711
234,images/048200139.tiff,13.7299182701883,18.760202157614803,24.085804173677698,32.1474326615515,61.749934253910894,124.975290364279,173.28603312319,223.985890978519,292.021180332334
236,images/049020138.tiff,14.3138253327385,19.665708539961898,25.5104212050381,34.2702965001532,64.7358693718447,128.128640667128,172.49726498819402,220.82424028564898,281.933958041418
238,images/049140138.tiff,12.325825530508402,16.6458405836519,21.1907710789584,27.801596150111,53.6853887482765,113.51320129557101,156.28960066267598,207.81195156826303,271.832627673336
240,images/0551_cu_1.jpg,37.027721253208796,61.420007990166205,91.2946912313511,134.63500143331,241.22974299762402,394.544888551656,482.084156069078,554.3124609886789,622.8124000557331
242,images/0819_cu_2.jpg,47.90118430242661,74.55005109402501,103.299903275861,142.82903015396002,244.198720922857,417.489059141121,497.262074954915,558.187426435401,621.598423818489
244,images/0843_cu_1.jpg,26.7051197338378,41.1090157111527,57.7892288061868,82.5215829428832,180.088268825563,379.397083575762,498.743528397398,574.5611803761531,638.381779646894
246,images/0947_cu_1.jpg,27.8477699108213,45.4766407760592,67.538843661648,104.264533905012,235.728945447879,383.454309113275,475.02433163088,554.975098128745,626.673219428775
248,images/10_2.JPG,30.9525167680444,45.3518396645595,60.038053245718096,79.5715784204355,91.41251033837472,152.702619756126,183.407358236286,206.88857008402698,233.679133436684
250,images/1002.jpg,9.62319701473694,13.687681548024301,18.567551006532604,25.937322617213802,51.9048258439132,87.7782018841688,104.06477908919001,117.285486496503,132.179197056238
252,images/1006.jpg,8.44605718587417,11.6105986574263,15.589563068857501,22.3717831841637,46.8044056052361,87.3656266136406,107.463045956762,123.046733349322,137.347441346467
254,images/1041.jpg,11.053899884554,16.5986113373216,23.382255173457303,33.144822076589605,60.4228890015262,96.84802334314871,114.50421687469101,127.611322381655,139.803365578956
256,images/1067.jpg,10.665144534039099,15.731908475143499,21.9406134931385,31.660120212181695,61.4040516367249,100.525188145513,118.375809708736,130.969478926642,141.840698633596
258,images/1074.jpg,7.81515209770227,10.3432922887166,13.5282028887788,18.5423215971582,34.422852093158,57.7526079004819,68.1509950731273,74.31101264964991,79.280128643047
260,images/1087.jpg,9.40596325203069,13.207201818297401,17.8511515077593,25.4398420245495,50.111671231104204,87.7013352559749,105.844854314695,121.325551790408,136.278128696033
262,images/1090.jpg,12.180078793716302,17.9817923002003,24.3047959379562,34.6405567911695,66.418882378026,104.43837104969299,120.827166721873,132.284697214467,142.329008540356
